PPG,Type_1
0,0.295653
0,0.340096
0,0.386011
0,0.432119
0,0.477214
0,0.520212
0,0.560182
0,0.596375
0,0.628237
0,0.655410
0,0.677729
0,0.695210
0,0.708036
0,0.716538
0,0.721169
0,0.722478
0,0.721080
0,0.717621
0,0.712746
0,0.707068
0,0.701135
0,0.695416
0,0.690276
0,0.685974
0,0.682657
0,0.680363
0,0.679033
0,0.678518
0,0.678598
0,0.678996
0,0.679400
0,0.679479
0,0.678908
0,0.677381
0,0.674635
0,0.670458
0,0.664705
0,0.657297
0,0.648229
0,0.637563
0,0.625422
0,0.611985
0,0.597482
0,0.582184
0,0.566395
0,0.550450
0,0.534697
0,0.519489
0,0.505166
0,0.492028
0,0.480315
0,0.470180
0,0.461665
0,0.454687
0,0.449027
0,0.444333
0,0.440135
0,0.435868
0,0.430909
0,0.424620
0,0.416401
0,0.405734
0,0.392240
0,0.375717
0,0.356178
0,0.333874
0,0.309302
0,0.283199
0,0.256524
0,0.230417
0,0.206144
0,0.185034
0,0.168399
0,0.157447
0,0.153200
0,0.156418
0,0.167529
0,0.186596
0,0.213294
0,0.246922
0,0.286446
0,0.330560
0,0.377771
0,0.426492
0,0.475146
0,0.522256
0,0.566530
0,0.606924
0,0.642687
0,0.673378
0,0.698862
0,0.719284
0,0.735027
0,0.746655
0,0.754852
0,0.760357
0,0.763908
0,0.766186
0,0.767779
0,0.769147
0,0.770604
0,0.772315
0,0.774297
0,0.776435
0,0.778502
0,0.780194
0,0.781160
0,0.781043
0,0.779512
0,0.776297
0,0.771209
0,0.764164
0,0.755183
0,0.744394
0,0.732020
0,0.718355
0,0.703746
0,0.688554
0,0.673135
0,0.657802
0,0.642813
0,0.628346
0,0.614498
0,0.601285
0,0.588652
0,0.576491
0,0.564664
0,0.553023
0,0.541432
0,0.529789
0,0.518028
0,0.506127
0,0.494100
0,0.481985
0,0.469827
0,0.457658
0,0.445482
0,0.433263
0,0.420918
0,0.408325
0,0.395327
0,0.381757
0,0.367460
0,0.352316
0,0.336262
0,0.319318
0,0.301593
0,0.283299
0,0.264746
0,0.246342
0,0.228578
0,0.212010
0,0.197243
0,0.184899
0,0.175594
0,0.169900
0,0.168313
0,0.171220
0,0.178867
0,0.191333
0,0.208516
0,0.230128
0,0.255702
0,0.284617
0,0.316128
0,0.349408
0,0.383598
0,0.417852
0,0.451386
0,0.483516
0,0.513687
0,0.541491
0,0.566678
0,0.589144
0,0.608921
0,0.626153
0,0.641068
0,0.653952
0,0.665120
0,0.674889
0,0.683560
0,0.691401
0,0.698633
0,0.705428
0,0.711901
0,0.718118
0,0.724098
0,0.729818
0,0.735226
0,0.740248
0,0.744800
0,0.748791
0,0.752141
0,0.754778
0,0.756646
0,0.757711
0,0.757953
0,0.757371
0,0.755973
0,0.753776
0,0.750799
0,0.747057
0,0.742563
0,0.737321
0,0.731333
0,0.724602
0,0.717136
0,0.708952
0,0.700082
0,0.690574
0,0.680489
0,0.669898
0,0.658876
0,0.647495
0,0.635821
0,0.623903
0,0.611771
0,0.599433
0,0.586872
0,0.574043
0,0.560874
0,0.547262
0,0.533072
0,0.518141
0,0.502277
0,0.485264
0,0.466880
0,0.446903
0,0.425142
0,0.401453
0,0.375773
0,0.348147
0,0.318759
0,0.287947
0,0.256229
0,0.224297
0,0.193013
0,0.163381
0,0.136506
0,0.113538
0,0.095602
0,0.083727
0,0.078763
0,0.081314
0,0.091675
0,0.109796
0,0.135257
0,0.167284
0,0.204780
0,0.246389
0,0.290572
0,0.335702
0,0.380165
0,0.422449
0,0.461234
0,0.495460
0,0.524378
0,0.547576
0,0.564989
0,0.576878
0,0.583801
0,0.586553
0,0.586107
0,0.583540
0,0.579952
0,0.576395
0,0.573799
0,0.572917
0,0.574275
0,0.578149
0,0.584548
0,0.593232
0,0.603733
0,0.615404
0,0.627475
0,0.639125
0,0.649550
0,0.658038
0,0.664024
0,0.667145
0,0.667259
0,0.664452
0,0.659016
0,0.651406
0,0.642185
0,0.631958
0,0.621305
0,0.610733
0,0.600625
0,0.591233
0,0.582666
0,0.574911
0,0.567860
0,0.561340
0,0.555146
0,0.549070
0,0.542912
0,0.536498
0,0.529673
0,0.522302
0,0.514260
0,0.505426
0,0.495679
0,0.484894
0,0.472949
0,0.459726
0,0.445121
0,0.429057
0,0.411489
0,0.392421
0,0.371919
0,0.350126
0,0.327281
0,0.303735
0,0.279969
0,0.256605
0,0.234406
0,0.214273
0,0.197208
0,0.184275
0,0.176536
0,0.174973
0,0.180406
0,0.193409
0,0.214239
0,0.242786
0,0.278552
0,0.320656
0,0.367879
0,0.418736
0,0.471566
0,0.524644
0,0.576291
0,0.624978
0,0.669416
0,0.708621
0,0.741950
0,0.769119
0,0.790184
0,0.805505
0,0.815688
0,0.821522
0,0.823900
0,0.823741
0,0.821924
0,0.819220
0,0.816244
0,0.813421
0,0.810975
0,0.808932
0,0.807149
0,0.805350
0,0.803183
0,0.800271
0,0.796270
0,0.790916
0,0.784051
0,0.775644
0,0.765787
0,0.754675
0,0.742580
0,0.729815
0,0.716695
0,0.703506
0,0.690476
0,0.677760
0,0.665432
0,0.653488
0,0.641857
0,0.630420
0,0.619031
0,0.607540
0,0.595812
0,0.583748
0,0.571291
0,0.558441
0,0.545247
0,0.531809
0,0.518264
0,0.504770
0,0.491490
0,0.478568
0,0.466108
0,0.454154
0,0.442680
0,0.431577
0,0.420659
0,0.409668
0,0.398297
0,0.386211
0,0.373081
0,0.358620
0,0.342615
0,0.324965
0,0.305712
0,0.285060
0,0.263394
0,0.241275
0,0.219433
0,0.198735
0,0.180143
0,0.164658
0,0.153256
0,0.146814
0,0.146042
0,0.151424
0,0.163169
0,0.181183
0,0.205063
0,0.234117
0,0.267403
0,0.303791
0,0.342042
0,0.380882
0,0.419090
0,0.455569
0,0.489408
0,0.519926
0,0.546694
0,0.569542
0,0.588545
0,0.603991
0,0.616342
0,0.626181
0,0.634158
0,0.640933
0,0.647125
