PPG,Type_1
0,0.653267
0,0.659770
0,0.666901
0,0.674778
0,0.683372
0,0.692525
0,0.701978
0,0.711402
0,0.720428
0,0.728687
0,0.735830
0,0.741553
0,0.745613
0,0.747839
0,0.748137
0,0.746490
0,0.742952
0,0.737646
0,0.730743
0,0.722451
0,0.712997
0,0.702607
0,0.691491
0,0.679830
0,0.667766
0,0.655403
0,0.642805
0,0.630008
0,0.617026
0,0.603861
0,0.590519
0,0.577012
0,0.563366
0,0.549626
0,0.535846
0,0.522089
0,0.508415
0,0.494869
0,0.481466
0,0.468185
0,0.454953
0,0.441645
0,0.428085
0,0.414056
0,0.399314
0,0.383611
0,0.366727
0,0.348493
0,0.328833
0,0.307793
0,0.285572
0,0.262546
0,0.239278
0,0.216514
0,0.195163
0,0.176258
0,0.160893
0,0.150157
0,0.145048
0,0.146393
0,0.154771
0,0.170454
0,0.193369
0,0.223086
0,0.258834
0,0.299549
0,0.343932
0,0.390544
0,0.437887
0,0.484505
0,0.529063
0,0.570421
0,0.607689
0,0.640256
0,0.667804
0,0.690299
0,0.707964
0,0.721235
0,0.730710
0,0.737089
0,0.741105
0,0.743476
0,0.744841
0,0.745726
0,0.746515
0,0.747440
0,0.748580
0,0.749889
0,0.751218
0,0.752354
0,0.753057
0,0.753097
0,0.752276
0,0.750456
0,0.747556
0,0.743555
0,0.738482
0,0.732397
0,0.725374
0,0.717485
0,0.708787
0,0.699313
0,0.689074
0,0.678059
0,0.666249
0,0.653627
0,0.640197
0,0.625991
0,0.611089
0,0.595615
0,0.579746
0,0.563702
0,0.547734
0,0.532104
0,0.517066
0,0.502839
0,0.489582
0,0.477376
0,0.466205
0,0.455948
0,0.446376
0,0.437166
0,0.427917
0,0.418179
0,0.407482
0,0.395382
0,0.381494
0,0.365538
0,0.347374
0,0.327033
0,0.304745
0,0.280945
0,0.256278
0,0.231580
0,0.207844
0,0.186167
0,0.167694
0,0.153534
0,0.144688
0,0.141966
0,0.145929
0,0.156832
0,0.174599
0,0.198824
0,0.228791
0,0.263527
0,0.301867
0,0.342535
0,0.384232
0,0.425716
0,0.465875
0,0.503783
0,0.538740
0,0.570284
0,0.598187
0,0.622439
0,0.643209
0,0.660803
0,0.675619
0,0.688098
0,0.698686
0,0.707791
0,0.715761
0,0.722864
0,0.729279
0,0.735102
0,0.740353
0,0.744998
0,0.748965
0,0.752175
0,0.754553
0,0.756053
0,0.756660
0,0.756401
0,0.755335
0,0.753544
0,0.751125
0,0.748171
0,0.744755
0,0.740923
0,0.736679
0,0.731985
0,0.726757
0,0.720877
0,0.714198
0,0.706568
0,0.697842
0,0.687905
0,0.676690
0,0.664185
0,0.650444
0,0.635575
0,0.619737
0,0.603115
0,0.585896
0,0.568252
0,0.550313
0,0.532152
0,0.513779
0,0.495143
0,0.476136
0,0.456621
0,0.436445
0,0.415471
0,0.393602
0,0.370807
0,0.347142
0,0.322761
0,0.297928
0,0.273014
0,0.248495
0,0.224936
0,0.202974
0,0.183299
0,0.166618
0,0.153633
0,0.144997
0,0.141281
0,0.142935
0,0.150247
0,0.163314
0,0.182014
0,0.205998
0,0.234693
0,0.267321
0,0.302937
0,0.340484
0,0.378848
0,0.416935
0,0.453729
0,0.488355
0,0.520127
0,0.548575
0,0.573461
0,0.594778
0,0.612721
0,0.627659
0,0.640082
0,0.650556
0,0.659660
0,0.667942
0,0.675873
0,0.683810
0,0.691982
0,0.700474
0,0.709233
0,0.718086
0,0.726754
0,0.734888
0,0.742097
0,0.747979
0,0.752156
0,0.754299
0,0.754155
0,0.751563
0,0.746463
0,0.738902
0,0.729032
0,0.717092
0,0.703399
0,0.688322
0,0.672264
0,0.655634
0,0.638832
0,0.622226
0,0.606140
0,0.590844
0,0.576547
0,0.563392
0,0.551465
0,0.540788
0,0.531328
0,0.523003
0,0.515682
0,0.509188
0,0.503306
0,0.497778
0,0.492312
0,0.486583
0,0.480244
0,0.472933
0,0.464287
0,0.453968
0,0.441676
0,0.427183
0,0.410352
0,0.391171
0,0.369768
0,0.346431
0,0.321614
0,0.295931
0,0.270145
0,0.245134
0,0.221856
0,0.201302
0,0.184443
0,0.172167
0,0.165229
0,0.164196
0,0.169400
0,0.180910
0,0.198510
0,0.221710
0,0.249761
0,0.281702
0,0.316418
0,0.352712
0,0.389388
0,0.425325
0,0.459547
0,0.491281
0,0.519989
0,0.545389
0,0.567441
0,0.586328
0,0.602412
0,0.616186
0,0.628215
0,0.639078
0,0.649322
0,0.659411
0,0.669696
0,0.680395
0,0.691580
0,0.703189
0,0.715035
0,0.726832
0,0.738226
0,0.748829
0,0.758251
0,0.766136
0,0.772190
0,0.776198
0,0.778041
0,0.777699
0,0.775251
0,0.770858
0,0.764749
0,0.757204
0,0.748525
0,0.739020
0,0.728982
0,0.718672
0,0.708313
0,0.698080
0,0.688101
0,0.678456
0,0.669183
0,0.660285
0,0.651733
0,0.643472
0,0.635427
0,0.627511
0,0.619623
0,0.611653
0,0.603490
0,0.595017
0,0.586118
0,0.576680
0,0.566592
0,0.555746
0,0.544034
0,0.531348
0,0.517574
0,0.502593
0,0.486278
0,0.468502
0,0.449146
0,0.428113
0,0.405351
0,0.380874
0,0.354792
0,0.327334
0,0.298869
0,0.269921
0,0.241170
0,0.213442
0,0.187678
0,0.164900
0,0.146151
0,0.132429
0,0.124616
0,0.123404
0,0.129231
0,0.142231
0,0.162200
0,0.188597
0,0.220560
0,0.256961
0,0.296474
0,0.337661
0,0.379074
0,0.419346
0,0.457280
0,0.491919
0,0.522597
0,0.548962
0,0.570972
0,0.588870
0,0.603136
0,0.614418
0,0.623458
0,0.631013
0,0.637783
0,0.644341
0,0.651087
0,0.658225
0,0.665754
0,0.673491
0,0.681106
0,0.688182
0,0.694271
0,0.698960
0,0.701924
0,0.702966
0,0.702036
0,0.699235
0,0.694797
0,0.689054
0,0.682398
0,0.675231
0,0.667918
0,0.660752
0,0.653925
0,0.647508
0,0.641458
0,0.635625
0,0.629782
0,0.623658
0,0.616977
0,0.609497
0,0.601047
0,0.591550
0,0.581035
0,0.569638
0,0.557588
0,0.545183
0,0.532748
0,0.520602
0,0.509012
0,0.498155
0,0.488087
0,0.478721
0,0.469819
0,0.461004
0,0.451783
0,0.441590
0,0.429837
0,0.415976
0,0.399562
0,0.380313
0,0.358161
0,0.333287
0,0.306142
0,0.277448
0,0.248173
0,0.219495
0,0.192741
0,0.169312
0,0.150596
0,0.137879
0,0.132256
0,0.134539
0,0.145200
0,0.164313
0,0.191539
0,0.226132
0,0.266979
0,0.312661
0,0.361548
0,0.411900
0,0.461979
0,0.510159
0,0.555019
0,0.595421
0,0.630561
0,0.659990
0,0.683612
0,0.701648
0,0.714595
0,0.723153
0,0.728161
0,0.730519
0,0.731122
0,0.730800
0,0.730275
0,0.730118
0,0.730738
0,0.732370
0,0.735078
0,0.738776
0,0.743242
0,0.748154
0,0.753122
0,0.757720
0,0.761529
0,0.764162
0,0.765298
0,0.764702
0,0.762236
0,0.757865
0,0.751651
0,0.743740
0,0.734344
0,0.723720
0,0.712148
0,0.699905
0,0.687253
0,0.674419
0,0.661582
0,0.648872
0,0.636360
0,0.624065
0,0.611954
0,0.599956
0,0.587974
0,0.575898
0,0.563621
0,0.551056
0,0.538140
0,0.524846
0,0.511175
0,0.497149
0,0.482799
0,0.468144
0,0.453179
0,0.437858
0,0.422090
0,0.405744
0,0.388657
0,0.370660
0,0.351607
0,0.331409
0,0.310069
0,0.287719
0,0.264640
0,0.241281
0,0.218257
0,0.196334
0,0.176398
0,0.159403
0,0.146309
0,0.138014
0,0.135280
0,0.138665
0,0.148468
0,0.164691
0,0.187023
0,0.214853
0,0.247302
0,0.283284
0,0.321575
0,0.360897
0,0.400004
0,0.437757
0,0.473193
0,0.505570
0,0.534402
0,0.559460
0,0.580762
0,0.598542
0,0.613202
0,0.625264
0,0.635308
0,0.643918
0,0.651636
0,0.658919
0,0.666113
0,0.673441
0,0.680995
0,0.688756
0,0.696602
0,0.704344
0,0.711750
0,0.718577
0,0.724598
0,0.729627
0,0.733529
0,0.736225
0,0.737692
0,0.737952
0,0.737060
0,0.735086
0,0.732107
0,0.728194
0,0.723407
0,0.717793
0,0.711387
0,0.704220
0,0.696326
0,0.687747
0,0.678541
0,0.668782
0,0.658564
0,0.647992
0,0.637176
0,0.626216
0,0.615197
0,0.604170
0,0.593149
0,0.582107
0,0.570980
0,0.559667
0,0.548049
0,0.535998
0,0.523389
0,0.510109
0,0.496068
0,0.481195
0,0.465444
0,0.448780
0,0.431183
0,0.412639
0,0.393140
0,0.372690
0,0.351317
0,0.329089
0,0.306136
0,0.282680
0,0.259053
0,0.235718
0,0.213274
0,0.192454
0,0.174099
0,0.159122
0,0.148451
0,0.142970
0,0.143441
0,0.150439
0,0.164283
0,0.184990
0,0.212239
0,0.245373
0,0.283419
0,0.325141
0,0.369113
0,0.413811
0,0.457719
0,0.499424
0,0.537712
0,0.571640
0,0.600580
0,0.624244
0,0.642673
0,0.656209
0,0.665438
0,0.671130
0,0.674164
0,0.675456
0,0.675886
0,0.676243
0,0.677173
0,0.679152
0,0.682464
0,0.687208
0,0.693312
0,0.700558
0,0.708619
0,0.717097
0,0.725563
0,0.733589
0,0.740778
0,0.746785
0,0.751327
0,0.754192
0,0.755234
0,0.754373
0,0.751581
0,0.746882
0,0.740338
0,0.732052
0,0.722157
0,0.710822
0,0.698247
0,0.684661
0,0.670320
0,0.655502
0,0.640496
0,0.625587
0,0.611050
0,0.597129
0,0.584023
0,0.571879
0,0.560777
0,0.550731
0,0.541681
0,0.533502
0,0.526001
0,0.518931
0,0.511992
0,0.504844
0,0.497116
0,0.488422
0,0.478373
0,0.466604
0,0.452790
0,0.436681
0,0.418123
0,0.397085
0,0.373680
0,0.348184
0,0.321037
0,0.292847
0,0.264369
0,0.236489
0,0.210180
0,0.186464
0,0.166357
0,0.150814
0,0.140669
0,0.136583
0,0.138994
0,0.148082
0,0.163737
0,0.185561
0,0.212873
0,0.244747
0,0.280060
0,0.317564
0,0.355962
0,0.393992
0,0.430509
0,0.464551
0,0.495390
0,0.522562
0,0.545870
0,0.565367
0,0.581321
0,0.594166
0,0.604447
0,0.612761
0,0.619714
0,0.625871
0,0.631733
0,0.637706
0,0.644095
0,0.651099
0,0.658809
0,0.667217
0,0.676224
0,0.685653
0,0.695260
0,0.704757
0,0.713822
0,0.722128
0,0.729357
0,0.735224
0,0.739496
0,0.742008
0,0.742671
0,0.741479
0,0.738510
0,0.733913
0,0.727896
0,0.720708
0,0.712618
0,0.703892
0,0.694775
0,0.685470
0,0.676128
0,0.666846
0,0.657661
0,0.648564
0,0.639509
0,0.630432
0,0.621261
0,0.611936
0,0.602418
0,0.592690
0,0.582757
0,0.572637
0,0.562340
0,0.551854
0,0.541118
0,0.530010
0,0.518331
0,0.505804
0,0.492087
0,0.476799
0,0.459556
0,0.440018
0,0.417943
0,0.393241
0,0.366010
0,0.336577
0,0.305507
0,0.273601
0,0.241868
0,0.211482
0,0.183715
0,0.159868
0,0.141183
0,0.128758
0,0.123467
0,0.125888
0,0.136249
0,0.154399
0,0.179806
0,0.211580
0,0.248525
0,0.289219
0,0.332104
0,0.375591
0,0.418156
0,0.458444
0,0.495336
0,0.528014
0,0.555982
0,0.579076
0,0.597438
0,0.611476
0,0.621803
0,0.629171
0,0.634404
0,0.638326
0,0.641706
0,0.645205
0,0.649340
0,0.654458
0,0.660723
0,0.668116
0,0.676452
0,0.685408
0,0.694554
0,0.703404
0,0.711465
0,0.718279
0,0.723473
0,0.726790
0,0.728110
0,0.727454
0,0.724980
0,0.720951
0,0.715707
0,0.709618
0,0.703050
0,0.696318
0,0.689666
0,0.683246
0,0.677111
0,0.671222
0,0.665464
0,0.659658
0,0.653591
0,0.647031
0,0.639752
0,0.631554
0,0.622279
0,0.611819
0,0.600131
0,0.587233
0,0.573209
0,0.558199
0,0.542390
0,0.525999
0,0.509259
0,0.492390
0,0.475578
0,0.458955
0,0.442574
0,0.426402
0,0.410318
0,0.394121
0,0.377561
0,0.360368
0,0.342300
0,0.323186
0,0.302973
0,0.281763
0,0.259835
0,0.237654
0,0.215859
0,0.195237
0,0.176675
0,0.161106
0,0.149443
0,0.142512
0,0.140980
0,0.145309
0,0.155701
0,0.172083
0,0.194100
0,0.221137
0,0.252361
0,0.286778
0,0.323306
0,0.360849
0,0.398370
0,0.434952
0,0.469841
0,0.502477
0,0.532499
0,0.559730
0,0.584157
0,0.605890
0,0.625124
0,0.642102
0,0.657080
0,0.670305
0,0.681995
0,0.692339
0,0.701494
0,0.709596
0,0.716765
0,0.723119
0,0.728772
0,0.733840
0,0.738432
0,0.742644
0,0.746544
0,0.750164
0,0.753493
0,0.756468
0,0.758985
0,0.760899
0,0.762047
0,0.762258
0,0.761380
0,0.759287
0,0.755902
0,0.751195
0,0.745189
0,0.737952
0,0.729591
0,0.720237
0,0.710038
0,0.699145
0,0.687707
0,0.675869
0,0.663765
0,0.651520
0,0.639250
0,0.627057
0,0.615033
0,0.603249
0,0.591756
0,0.580581
0,0.569718
0,0.559128
0,0.548738
0,0.538437
0,0.528085
0,0.517510
0,0.506519
0,0.494902
0,0.482443
0,0.468925
0,0.454144
0,0.437918
0,0.420105
0,0.400615
0,0.379436
0,0.356646
0,0.332437
0,0.307128
0,0.281172
0,0.255158
0,0.229793
0,0.205883
0,0.184290
0,0.165892
0,0.151519
0,0.141905
0,0.137628
0,0.139067
0,0.146367
0,0.159421
0,0.177874
0,0.201141
0,0.228446
0,0.258872
0,0.291421
0,0.325074
0,0.358857
0,0.391888
0,0.423421
0,0.452876
0,0.479855
0,0.504141
0,0.525694
0,0.544629
0,0.561193
0,0.575732
0,0.588660
0,0.600420
0,0.611450
0,0.622149
0,0.632846
0,0.643776
0,0.655065
0,0.666719
0,0.678628
0,0.690578
0,0.702268
0,0.713340
0,0.723405
0,0.732080
0,0.739017
0,0.743936
0,0.746651
0,0.747079
0,0.745253
0,0.741317
0,0.735512
0,0.728152
0,0.719602
0,0.710242
0,0.700443
0,0.690537
0,0.680803
0,0.671448
0,0.662609
0,0.654345
0,0.646651
0,0.639463
0,0.632671
0,0.626136
0,0.619700
0,0.613199
0,0.606475
0,0.599380
0,0.591783
0,0.583564
0,0.574612
0,0.564820
0,0.554078
0,0.542271
0,0.529276
0,0.514970
0,0.499232
0,0.481960
0,0.463082
0,0.442567
0,0.420449
0,0.396831
0,0.371907
0,0.345961
0,0.319382
0,0.292658
0,0.266371
0,0.241189
0,0.217845
0,0.197113
0,0.179775
0,0.166583
0,0.158218
0,0.155244
0,0.158070
0,0.166909
0,0.181755
0,0.202370
0,0.228284
0,0.258814
0,0.293096
0,0.330134
0,0.368854
0,0.408165
0,0.447017
0,0.484463
0,0.519698
0,0.552100
0,0.581241
0,0.606903
0,0.629058
0,0.647856
0,0.663594
0,0.676675
0,0.687573
0,0.696789
0,0.704814
0,0.712086
0,0.718967
0,0.725711
0,0.732459
0,0.739229
0,0.745923
0,0.752349
0,0.758240
0,0.763288
0,0.767176
0,0.769615
0,0.770367
0,0.769273
0,0.766264
0,0.761366
0,0.754696
0,0.746444
0,0.736857
0,0.726210
0,0.714784
0,0.702841
0,0.690602
0,0.678236
0,0.665851
0,0.653493
0,0.641153
0,0.628774
0,0.616272
0,0.603546
0,0.590501
0,0.577063
0,0.563191
0,0.548888
0,0.534206
0,0.519244
0,0.504143
0,0.489071
0,0.474209
0,0.459728
0,0.445770
0,0.432425
0,0.419716
0,0.407585
0,0.395889
0,0.384411
0,0.372870
0,0.360951
0,0.348337
0,0.334751
0,0.319989
0,0.303963
0,0.286725
0,0.268489
0,0.249630
0,0.230682
0,0.212310
0,0.195282
0,0.180419
0,0.168554
0,0.160469
0,0.156854
0,0.158252
0,0.165021
0,0.177306
0,0.195024
0,0.217861
0,0.245289
0,0.276596
0,0.310933
0,0.347359
0,0.384902
0,0.422613
0,0.459610
0,0.495125
0,0.528525
0,0.559331
0,0.587223
0,0.612035
0,0.633742
0,0.652440
0,0.668328
0,0.681682
0,0.692829
0,0.702128
0,0.709947
0,0.716639
0,0.722528
0,0.727889
0,0.732941
0,0.737832
0,0.742643
0,0.747381
0,0.751991
0,0.756363
0,0.760346
0,0.763757
0,0.766405
0,0.768095
0,0.768649
0,0.767911
0,0.765762
0,0.762126
0,0.756975
0,0.750334
0,0.742284
0,0.732951
0,0.722509
0,0.711164
0,0.699139
0,0.686666
0,0.673961
0,0.661218
0,0.648595
0,0.636205
0,0.624115
0,0.612351
0,0.600900
0,0.589719
0,0.578746
0,0.567905
0,0.557115
0,0.546292
0,0.535349
0,0.524199
0,0.512744
0,0.500881
0,0.488492
0,0.475448
0,0.461609
0,0.446829
0,0.430966
0,0.413889
0,0.395498
0,0.375735
0,0.354606
0,0.332200
0,0.308708
0,0.284437
0,0.259822
0,0.235427
0,0.211937
0,0.190136
0,0.170874
0,0.155021
0,0.143416
0,0.136808
0,0.135795
0,0.140778
0,0.151918
0,0.169111
0,0.191988
0,0.219927
0,0.252089
0,0.287467
0,0.324952
0,0.363397
0,0.401688
0,0.438805
0,0.473877
0,0.506214
0,0.535337
0,0.560974
0,0.583060
0,0.601709
0,0.617184
0,0.629860
0,0.640189
0,0.648653
0,0.655737
0,0.661896
0,0.667530
0,0.672965
0,0.678445
0,0.684125
0,0.690068
0,0.696255
0,0.702591
0,0.708921
0,0.715044
0,0.720734
0,0.725755
0,0.729883
0,0.732918
0,0.734696
0,0.735103
0,0.734071
0,0.731580
0,0.727653
0,0.722348
0,0.715745
0,0.707941
0,0.699041
0,0.689153
0,0.678389
0,0.666864
0,0.654701
0,0.642029
0,0.628993
0,0.615743
0,0.602435
0,0.589222
0,0.576242
0,0.563610
0,0.551412
0,0.539691
0,0.528448
0,0.517638
0,0.507169
0,0.496901
0,0.486649
0,0.476183
0,0.465237
0,0.453514
0,0.440701
0,0.426488
0,0.410597
0,0.392810
0,0.373002
0,0.351180
0,0.327511
0,0.302347
0,0.276231
0,0.249902
0,0.224265
0,0.200361
0,0.179306
0,0.162230
0,0.150199
0,0.144142
0,0.144779
0,0.152561
0,0.167622
0,0.189763
0,0.218445
0,0.252821
0,0.291777
0,0.334005
0,0.378083
0,0.422564
0,0.466059
0,0.507326
0,0.545327
0,0.579285
0,0.608702
0,0.633377
0,0.653380
0,0.669028
0,0.680838
0,0.689466
0,0.695653
0,0.700156
0,0.703695
0,0.706903
0,0.710285
0,0.714197
0,0.718831
0,0.724224
0,0.730269
0,0.736742
0,0.743336
0,0.749691
0,0.755435
0,0.760212
0,0.763712
0,0.765691
0,0.765985
0,0.764516
0,0.761287
0,0.756378
0,0.749927
0,0.742117
0,0.733150
0,0.723237
0,0.712574
0,0.701335
0,0.689659
0,0.677651
0,0.665375
0,0.652863
0,0.640121
0,0.627136
0,0.613883
0,0.600336
0,0.586472
0,0.572275
0,0.557740
0,0.542871
0,0.527682
0,0.512193
0,0.496433
0,0.480431
0,0.464213
0,0.447798
0,0.431189
0,0.414366
0,0.397285
0,0.379875
0,0.362046
0,0.343704
0,0.324771
0,0.305211
0,0.285059
0,0.264455
0,0.243661
0,0.223079
0,0.203253
0,0.184853
0,0.168651
0,0.155481
0,0.146179
0,0.141531
0,0.142206
0,0.148692
0,0.161252
0,0.179880
0,0.204288
0,0.233911
0,0.267934
0,0.305339
0,0.344975
0,0.385625
0,0.426093
0,0.465268
0,0.502196
0,0.536123
0,0.566527
0,0.593124
0,0.615861
0,0.634886
0,0.650511
0,0.663163
0,0.673339
0,0.681561
0,0.688335
0,0.694119
0,0.699308
0,0.704211
0,0.709049
0,0.713951
0,0.718960
0,0.724033
0,0.729057
0,0.733858
0,0.738216
0,0.741885
0,0.744611
0,0.746153
0,0.746304
0,0.744904
0,0.741859
0,0.737145
0,0.730813
0,0.722979
0,0.713816
0,0.703536
0,0.692366
0,0.680529
0,0.668220
0,0.655594
0,0.642750
0,0.629736
0,0.616550
0,0.603154
0,0.589491
0,0.575501
0,0.561139
0,0.546386
0,0.531257
0,0.515801
0,0.500098
0,0.484246
0,0.468351
0,0.452503
0,0.436768
0,0.421170
0,0.405686
0,0.390242
0,0.374721
0,0.358979
0,0.342859
0,0.326219
0,0.308958
0,0.291043
0,0.272538
0,0.253622
0,0.234605
0,0.215938
0,0.198201
0,0.182091
0,0.168389
0,0.157918
0,0.151492
0,0.149856
0,0.153633
0,0.163268
0,0.178981
0,0.200746
0,0.228271
0,0.261008
0,0.298176
0,0.338802
0,0.381775
0,0.425906
0,0.469995
0,0.512899
0,0.553586
0,0.591190
0,0.625046
0,0.654713
0,0.679979
0,0.700855
0,0.717554
0,0.730453
0,0.740058
0,0.746951
0,0.751744
0,0.755034
0,0.757354
0,0.759150
0,0.760746
0,0.762345
0,0.764019
0,0.765725
0,0.767330
0,0.768629
0,0.769388
0,0.769364
0,0.768345
0,0.766168
0,0.762736
0,0.758028
0,0.752097
0,0.745060
0,0.737085
0,0.728369
0,0.719121
0,0.709541
0,0.699805
0,0.690056
0,0.680392
0,0.670863
0,0.661473
0,0.652183
0,0.642916
0,0.633572
0,0.624034
0,0.614187
0,0.603926
0,0.593170
0,0.581868
0,0.569998
0,0.557568
0,0.544606
0,0.531151
0,0.517236
0,0.502886
0,0.488100
0,0.472854
0,0.457099
0,0.440766
0,0.423776
0,0.406052
0,0.387530
0,0.368179
0,0.348011
0,0.327097
0,0.305581
0,0.283688
0,0.261736
0,0.240137
0,0.219392
0,0.200089
0,0.182878
0,0.168448
0,0.157495
0,0.150679
0,0.148578
0,0.151644
0,0.160159
0,0.174200
0,0.193613
0,0.218007
0,0.246761
0,0.279053
0,0.313900
0,0.350221
0,0.386899
0,0.422853
0,0.457105
0,0.488835
0,0.517430
0,0.542512
0,0.563943
0,0.581824
0,0.596462
0,0.608334
0,0.618031
0,0.626208
0,0.633521
0,0.640574
0,0.647872
0,0.655790
0,0.664544
0,0.674192
0,0.684634
0,0.695632
0,0.706842
0,0.717842
0,0.728178
0,0.737398
0,0.745090
0,0.750909
0,0.754607
0,0.756038
0,0.755168
0,0.752071
0,0.746912
0,0.739937
0,0.731445
0,0.721767
0,0.711247
0,0.700216
0,0.688975
0,0.677783
0,0.666845
0,0.656301
0,0.646229
0,0.636642
0,0.627499
0,0.618708
0,0.610141
0,0.601650
0,0.593077
0,0.584269
0,0.575083
0,0.565396
0,0.555102
0,0.544109
0,0.532338
0,0.519713
0,0.506160
0,0.491600
0,0.475942
0,0.459107
0,0.441026
0,0.421654
0,0.400983
0,0.379068
0,0.356022
0,0.332040
0,0.307405
0,0.282499
0,0.257803
0,0.233893
0,0.211429
0,0.191130
0,0.173748
0,0.160029
0,0.150673
0,0.146283
0,0.147325
0,0.154088
0,0.166648
0,0.184853
0,0.208317
0,0.236430
0,0.268389
0,0.303235
0,0.339909
0,0.377313
0,0.414375
0,0.450110
0,0.483674
0,0.514413
0,0.541888
0,0.565889
0,0.586430
0,0.603725
0,0.618157
0,0.630228
0,0.640509
0,0.649589
0,0.658024
0,0.666295
0,0.674776
0,0.683711
0,0.693206
0,0.703227
0,0.713617
0,0.724116
0,0.734385
0,0.744039
0,0.752679
0,0.759921
0,0.765426
0,0.768922
0,0.770227
0,0.769256
0,0.766030
0,0.760677
0,0.753419
0,0.744562
0,0.734469
0,0.723543
0,0.712189
0,0.700792
0,0.689686
0,0.679127
0,0.669282
0,0.660212
0,0.651878
0,0.644147
0,0.636811
0,0.629615
0,0.622281
0,0.614548
0,0.606192
0,0.597028
0,0.586934
0,0.575859
0,0.563809
0,0.550838
0,0.537053
0,0.522577
0,0.507526
0,0.491998
0,0.476049
0,0.459687
0,0.442873
0,0.425519
0,0.407508
0,0.388710
0,0.369012
0,0.348346
0,0.326723
0,0.304257
0,0.281194
0,0.257918
0,0.234957
0,0.212970
0,0.192723
0,0.175048
0,0.160796
0,0.150784
0,0.145731
0,0.146201
0,0.152560
0,0.164929
0,0.183165
0,0.206864
0,0.235369
0,0.267812
0,0.303170
0,0.340324
0,0.378135
0,0.415518
0,0.451503
0,0.485296
0,0.516314
0,0.544204
0,0.568843
0,0.590318
0,0.608891
0,0.624948
0,0.638950
0,0.651371
0,0.662654
0,0.673167
0,0.683174
0,0.692826
0,0.702164
0,0.711133
0,0.719611
0,0.727440
0,0.734456
0,0.740521
0,0.745534
0,0.749447
0,0.752262
0,0.754018
0,0.754783
0,0.754631
0,0.753625
0,0.751798
0,0.749147
0,0.745621
0,0.741125
0,0.735528
0,0.728683
0,0.720441
0,0.710677
0,0.699313
0,0.686334
0,0.671802
0,0.655859
0,0.638724
0,0.620676
0,0.602039
0,0.583152
0,0.564343
0,0.545897
0,0.528035
0,0.510887
0,0.494481
0,0.478739
0,0.463480
0,0.448432
0,0.433262
0,0.417603
0,0.401091
0,0.383410
0,0.364331
0,0.343747
0,0.321708
0,0.298444
0,0.274371
0,0.250092
0,0.226380
0,0.204142
0,0.184375
0,0.168107
0,0.156328
0,0.149924
0,0.149605
0,0.155847
0,0.168845
0,0.188488
0,0.214350
0,0.245711
0,0.281596
0,0.320832
0,0.362129
0,0.404152
0,0.445614
0,0.485344
0,0.522357
0,0.555901
0,0.585485
0,0.610886
0,0.632139
0,0.649504
0,0.663424
0,0.674473
0,0.683292
0,0.690533
0,0.696802
0,0.702617
0,0.708368
0,0.714305
0,0.720526
0,0.726988
0,0.733529
0,0.739896
0,0.745780
0,0.750850
0,0.754787
0,0.757316
0,0.758226
0,0.757387
0,0.754757
0,0.750384
0,0.744397
0,0.736998
0,0.728440
0,0.719007
0,0.708995
0,0.698683
0,0.688315
0,0.678081
0,0.668103
0,0.658429
0,0.649032
0,0.639819
0,0.630642
0,0.621322
0,0.611666
0,0.601496
0,0.590664
0,0.579075
0,0.566693
0,0.553541
0,0.539698
0,0.525284
0,0.510435
0,0.495284
0,0.479935
0,0.464446
0,0.448814
0,0.432968
0,0.416780
0,0.400079
0,0.382671
0,0.364376
0,0.345061
0,0.324669
0,0.303260
0,0.281025
0,0.258303
0,0.235587
0,0.213503
0,0.192794
0,0.174279
0,0.158807
0,0.147210
0,0.140243
0,0.138532
0,0.142527
0,0.152460
0,0.168319
0,0.189833
0,0.216477
0,0.247498
0,0.281948
0,0.318744
0,0.356731
0,0.394748
0,0.431704
0,0.466634
0,0.498754
0,0.527497
0,0.552533
0,0.573766
0,0.591326
0,0.605535
0,0.616870
0,0.625913
0,0.633304
0,0.639691
0,0.645678
0,0.651790
0,0.658440
0,0.665902
0,0.674306
0,0.683632
0,0.693723
0,0.704298
0,0.714987
0,0.725352
0,0.734929
0,0.743264
0,0.749943
0,0.754632
0,0.757095
0,0.757214
0,0.754999
0,0.750579
0,0.744192
0,0.736161
0,0.726867
0,0.716711
0,0.706084
0,0.695334
0,0.684738
0,0.674487
0,0.664672
0,0.655286
0,0.646231
0,0.637335
0,0.628378
0,0.619115
0,0.609309
0,0.598756
0,0.587313
0,0.574913
0,0.561573
0,0.547395
0,0.532556
0,0.517289
0,0.501854
0,0.486511
0,0.471488
0,0.456953
0,0.442987
0,0.429576
0,0.416602
0,0.403857
0,0.391054
0,0.377868
0,0.363966
0,0.349051
0,0.332912
0,0.315457
0,0.296753
0,0.277046
0,0.256773
0,0.236556
0,0.217178
0,0.199543
0,0.184623
0,0.173393
0,0.166760
0,0.165491
0,0.170151
0,0.181053
0,0.198222
0,0.221388
0,0.249998
0,0.283249
0,0.320144
0,0.359559
0,0.400318
0,0.441268
0,0.481378
0,0.519757
0,0.555698
0,0.588698
0,0.618455
0,0.644839
0,0.667891
0,0.687790
0,0.704821
0,0.719323
0,0.731663
0,0.742191
0,0.751221
0,0.759008
0,0.765740
0,0.771531
0,0.776434
0,0.780442
0,0.783510
0,0.785567
0,0.786536
0,0.786349
0,0.784960
0,0.782358
0,0.778571
0,0.773668
